system:index,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,habitat_code,index,lat,lon,.geo
0_0,2.4605920799692423E-4,-0.15378700499807765,-0.13588619761630144,-0.16000000000000003,0.186082276047674,0.12456747404844293,-0.007443291041906958,-0.012056901191849288,0.05536332179930796,-0.0015378700499807767,0.1085121107266436,-0.09356401384083046,-0.2069357939254133,-0.05173394848135333,-0.186082276047674,0.14769703960015382,-0.14769703960015382,0.03543252595155709,0.07111111111111111,0.07972318339100345,-0.11909265667051133,0.09356401384083046,-0.11909265667051133,0.1085121107266436,0.05536332179930796,0.03844675124951941,0.11374086889657825,-0.16000000000000003,0.2519646289888504,-0.03543252595155709,-0.13588619761630144,-0.003014225297962322,0.186082276047674,-0.11374086889657825,-0.16633602460592078,0.24415224913494812,-0.07535563244905807,0.03254133025759323,-9.84236831987697E-4,0.14769703960015382,0.08421376393694734,-0.08882737408688965,0.12456747404844293,-0.11374086889657825,0.09842368319876971,-0.10340638216070744,0.14173010380622836,0.0271280276816609,0.2069357939254133,-0.3188927335640138,-0.03254133025759323,-0.13588619761630144,0.24415224913494812,-0.14173010380622836,-0.041584006151480196,0.017777777777777778,0.010396001537870049,-0.14173010380622836,-0.041584006151480196,0.0629911572472126,0.12456747404844293,0.017777777777777778,-0.03543252595155709,0.09842368319876971,MA241,60122,46.94163455915504,37.36532975285182,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,-0.022206843521722412,-0.16000000000000003,-0.041584006151480196,-0.11909265667051133,0.0629911572472126,0.16000000000000003,-0.14769703960015382,-0.012056901191849288,0.008858131487889272,0.12456747404844293,0.05173394848135333,-0.17279507881584008,-0.21413302575932336,-0.13588619761630144,-0.17937716262975778,-0.017777777777777778,-0.1929104190695886,0.13016532103037293,-0.0271280276816609,0.09356401384083046,-0.07111111111111111,0.05911572472126105,-0.12456747404844293,0.16000000000000003,0.017777777777777778,0.22145328719723184,0.14769703960015382,-0.11909265667051133,0.16000000000000003,0.05911572472126105,-0.04822760476739715,-0.05911572472126105,0.24415224913494812,-0.17279507881584008,-0.13588619761630144,0.14173010380622836,0.006151480199923107,0.12456747404844293,0.004982698961937716,0.22145328719723184,0.05536332179930796,-0.17279507881584008,0.05173394848135333,-0.1929104190695886,0.10340638216070744,-0.03254133025759323,0.15378700499807765,-0.01384083044982699,0.2364628988850442,-0.16000000000000003,-0.10340638216070744,0.03844675124951941,0.1929104190695886,-0.186082276047674,-0.007443291041906958,-0.10340638216070744,0.09842368319876971,-0.05173394848135333,-0.010396001537870049,0.12456747404844293,0.12456747404844293,-0.06698961937716265,-0.05536332179930796,-0.03844675124951941,MA241,60136,45.78229684930032,34.960465414872566,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,-0.15378700499807765,-0.2364628988850442,-0.07972318339100345,-0.12456747404844293,0.06698961937716265,-0.024605920799692427,0.024605920799692427,0.09356401384083046,-0.006151480199923107,-0.002214532871972318,0.01574778931180315,-0.10340638216070744,-0.17279507881584008,5.536332179930795E-4,-0.15378700499807765,0.07535563244905807,-0.2519646289888504,0.029773164167627833,-0.09356401384083046,0.2069357939254133,-0.11374086889657825,-0.09356401384083046,-0.09356401384083046,0.14173010380622836,0.1085121107266436,0.17937716262975778,0.10340638216070744,-0.14173010380622836,0.28444444444444444,-0.04822760476739715,-0.2519646289888504,0.019930795847750864,-0.029773164167627833,0.0271280276816609,0.044844290657439445,0.22145328719723184,-0.08421376393694734,-0.06698961937716265,-0.09356401384083046,0.11909265667051133,0.09842368319876971,0.03844675124951941,-0.012056901191849288,-0.06698961937716265,0.01574778931180315,-0.017777777777777778,0.08882737408688965,-0.010396001537870049,0.2364628988850442,-0.12456747404844293,-0.22145328719723184,0.19986159169550174,0.2761399461745483,-0.044844290657439445,0.04822760476739715,-0.03844675124951941,0.05536332179930796,-0.017777777777777778,-0.08882737408688965,0.08421376393694734,0.01574778931180315,-0.19986159169550174,-0.10340638216070744,-0.044844290657439445,MA241,59989,46.58592921098498,30.760261203105735,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0,-0.15378700499807765,-0.2364628988850442,-0.07972318339100345,-0.12456747404844293,0.06698961937716265,-0.024605920799692427,0.024605920799692427,0.09356401384083046,-0.006151480199923107,-0.002214532871972318,0.01574778931180315,-0.10340638216070744,-0.17279507881584008,5.536332179930795E-4,-0.15378700499807765,0.07535563244905807,-0.2519646289888504,0.029773164167627833,-0.09356401384083046,0.2069357939254133,-0.11374086889657825,-0.09356401384083046,-0.09356401384083046,0.14173010380622836,0.1085121107266436,0.17937716262975778,0.10340638216070744,-0.14173010380622836,0.28444444444444444,-0.04822760476739715,-0.2519646289888504,0.019930795847750864,-0.029773164167627833,0.0271280276816609,0.044844290657439445,0.22145328719723184,-0.08421376393694734,-0.06698961937716265,-0.09356401384083046,0.11909265667051133,0.09842368319876971,0.03844675124951941,-0.012056901191849288,-0.06698961937716265,0.01574778931180315,-0.017777777777777778,0.08882737408688965,-0.010396001537870049,0.2364628988850442,-0.12456747404844293,-0.22145328719723184,0.19986159169550174,0.2761399461745483,-0.044844290657439445,0.04822760476739715,-0.03844675124951941,0.05536332179930796,-0.017777777777777778,-0.08882737408688965,0.08421376393694734,0.01574778931180315,-0.19986159169550174,-0.10340638216070744,-0.044844290657439445,MA241,59988,46.58592921098498,30.760261203105735,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0,-0.0271280276816609,-0.186082276047674,-0.024605920799692427,-0.24415224913494812,0.11909265667051133,0.2519646289888504,-0.12456747404844293,-9.84236831987697E-4,-0.06698961937716265,0.13016532103037293,0.186082276047674,-0.12456747404844293,-0.13588619761630144,-0.003014225297962322,-0.186082276047674,-0.008858131487889272,-0.08421376393694734,-0.010396001537870049,-0.04822760476739715,0.044844290657439445,-0.07111111111111111,-0.044844290657439445,-0.06698961937716265,0.04822760476739715,-0.07111111111111111,0.08882737408688965,0.186082276047674,-0.05911572472126105,0.13588619761630144,0.01574778931180315,-0.03254133025759323,0.04822760476739715,0.28444444444444444,-0.12456747404844293,-0.09842368319876971,0.21413302575932336,-0.09356401384083046,0.03543252595155709,-0.0629911572472126,0.3014225297962323,0.024605920799692427,-0.07535563244905807,0.1085121107266436,-0.13016532103037293,0.09842368319876971,-5.536332179930795E-4,0.0271280276816609,0.022206843521722412,0.21413302575932336,-0.3014225297962323,-0.09356401384083046,0.1929104190695886,0.15378700499807765,-0.12456747404844293,0.05911572472126105,-0.10340638216070744,0.16633602460592078,0.03543252595155709,0.004982698961937716,0.04822760476739715,0.017777777777777778,-0.11374086889657825,-0.03543252595155709,0.010396001537870049,MA241,59984,46.56256324321208,30.747285579481833,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0,-0.0629911572472126,-0.13588619761630144,-0.1085121107266436,-0.03543252595155709,0.08421376393694734,0.10340638216070744,-0.03844675124951941,0.09842368319876971,0.041584006151480196,0.05173394848135333,0.13016532103037293,-0.12456747404844293,-0.186082276047674,-0.14769703960015382,-0.07535563244905807,0.01574778931180315,-0.2599000384467512,0.024605920799692427,0.004982698961937716,0.041584006151480196,-0.08882737408688965,0.024605920799692427,-0.13016532103037293,0.08421376393694734,0.186082276047674,0.16633602460592078,0.2288965782391388,-0.2069357939254133,0.15378700499807765,-0.012056901191849288,-0.13016532103037293,-0.002214532871972318,0.17937716262975778,-0.044844290657439445,-0.22145328719723184,0.19986159169550174,-0.03543252595155709,0.1085121107266436,0.05536332179930796,0.11909265667051133,0.2288965782391388,-0.10340638216070744,0.07972318339100345,-0.11909265667051133,0.13588619761630144,-0.05536332179930796,0.21413302575932336,0.0629911572472126,0.19986159169550174,-0.186082276047674,-0.08882737408688965,-0.07535563244905807,0.21413302575932336,-0.07535563244905807,-0.11909265667051133,-0.13016532103037293,0.05911572472126105,-0.1085121107266436,-0.029773164167627833,0.08421376393694734,0.16000000000000003,0.012056901191849288,-0.03543252595155709,0.0629911572472126,MA241,60120,46.15336101099821,35.1732669404674,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0,0.024605920799692427,-0.12456747404844293,-0.07111111111111111,-0.09356401384083046,0.10340638216070744,0.17937716262975778,0.024605920799692427,0.08882737408688965,0.05536332179930796,0.05173394848135333,0.16000000000000003,-0.12456747404844293,-0.186082276047674,-0.12456747404844293,-0.09356401384083046,0.024605920799692427,-0.2288965782391388,0.029773164167627833,0.041584006151480196,0.03844675124951941,-0.09842368319876971,0.07972318339100345,-0.11374086889657825,0.05911572472126105,0.15378700499807765,0.07972318339100345,0.16633602460592078,-0.21413302575932336,0.16000000000000003,-0.0015378700499807767,-0.05536332179930796,0.041584006151480196,0.14769703960015382,-0.09356401384083046,-0.28444444444444444,0.19986159169550174,-0.07535563244905807,0.08421376393694734,0.041584006151480196,0.11909265667051133,0.24415224913494812,-0.11909265667051133,0.07111111111111111,-0.14173010380622836,0.15378700499807765,-0.09356401384083046,0.15378700499807765,0.019930795847750864,0.1929104190695886,-0.2519646289888504,-0.09842368319876971,-0.06698961937716265,0.17937716262975778,-0.12456747404844293,-0.13588619761630144,-0.11374086889657825,0.022206843521722412,-0.11909265667051133,0.012056901191849288,0.13588619761630144,0.15378700499807765,0.05173394848135333,-0.03543252595155709,0.041584006151480196,MA241,60133,46.15369925772106,35.17257606238819,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0,-0.0271280276816609,-0.186082276047674,-0.024605920799692427,-0.24415224913494812,0.11909265667051133,0.2519646289888504,-0.12456747404844293,-9.84236831987697E-4,-0.06698961937716265,0.13016532103037293,0.186082276047674,-0.12456747404844293,-0.13588619761630144,-0.003014225297962322,-0.186082276047674,-0.008858131487889272,-0.08421376393694734,-0.010396001537870049,-0.04822760476739715,0.044844290657439445,-0.07111111111111111,-0.044844290657439445,-0.06698961937716265,0.04822760476739715,-0.07111111111111111,0.08882737408688965,0.186082276047674,-0.05911572472126105,0.13588619761630144,0.01574778931180315,-0.03254133025759323,0.04822760476739715,0.28444444444444444,-0.12456747404844293,-0.09842368319876971,0.21413302575932336,-0.09356401384083046,0.03543252595155709,-0.0629911572472126,0.3014225297962323,0.024605920799692427,-0.07535563244905807,0.1085121107266436,-0.13016532103037293,0.09842368319876971,-5.536332179930795E-4,0.0271280276816609,0.022206843521722412,0.21413302575932336,-0.3014225297962323,-0.09356401384083046,0.1929104190695886,0.15378700499807765,-0.12456747404844293,0.05911572472126105,-0.10340638216070744,0.16633602460592078,0.03543252595155709,0.004982698961937716,0.04822760476739715,0.017777777777777778,-0.11374086889657825,-0.03543252595155709,0.010396001537870049,MA241,59983,46.56256324321208,30.747285579481833,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0,-0.022206843521722412,-0.16000000000000003,-0.14173010380622836,-0.14173010380622836,0.19986159169550174,0.11909265667051133,0.007443291041906958,-0.008858131487889272,0.03543252595155709,-0.01384083044982699,0.10340638216070744,-0.12456747404844293,-0.2069357939254133,-0.04822760476739715,-0.1929104190695886,0.16000000000000003,-0.15378700499807765,0.04822760476739715,0.06698961937716265,0.0629911572472126,-0.14173010380622836,0.06698961937716265,-0.11909265667051133,0.11909265667051133,0.09356401384083046,0.04822760476739715,0.08882737408688965,-0.16633602460592078,0.24415224913494812,-0.029773164167627833,-0.13588619761630144,0.010396001537870049,0.15378700499807765,-0.1085121107266436,-0.15378700499807765,0.22145328719723184,-0.08421376393694734,0.022206843521722412,-0.008858131487889272,0.17937716262975778,0.13016532103037293,-0.08421376393694734,0.11909265667051133,-0.09842368319876971,0.09356401384083046,-0.13016532103037293,0.1085121107266436,0.01574778931180315,0.1929104190695886,-0.31009611687812383,-0.0629911572472126,-0.13016532103037293,0.24415224913494812,-0.15378700499807765,-0.03543252595155709,0.008858131487889272,-0.003014225297962322,-0.12456747404844293,-0.0629911572472126,0.08882737408688965,0.13016532103037293,0.0271280276816609,-0.029773164167627833,0.10340638216070744,MA241,60125,46.94044428032469,37.365693100007555,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0,-0.0271280276816609,-0.17279507881584008,-0.15378700499807765,-0.186082276047674,0.09842368319876971,0.186082276047674,-0.08882737408688965,0.003936947327950788,-0.03543252595155709,0.07535563244905807,-0.007443291041906958,-0.10340638216070744,-0.2364628988850442,-0.09842368319876971,-0.05536332179930796,-0.03254133025759323,-0.06698961937716265,0.11909265667051133,-0.19986159169550174,0.3188927335640138,-0.05911572472126105,-0.05173394848135333,-0.14769703960015382,0.08882737408688965,0.041584006151480196,0.13588619761630144,0.17279507881584008,-0.16000000000000003,0.29287197231833906,0.09356401384083046,0.017777777777777778,-0.01384083044982699,0.2599000384467512,-0.07535563244905807,-0.05173394848135333,0.24415224913494812,-0.06698961937716265,-0.0629911572472126,-0.019930795847750864,0.21413302575932336,-0.05911572472126105,-0.041584006151480196,-0.01384083044982699,-0.07111111111111111,0.06698961937716265,0.05173394848135333,0.14173010380622836,0.05911572472126105,0.07972318339100345,-0.05536332179930796,-0.11374086889657825,0.012056901191849288,0.22145328719723184,-0.08882737408688965,0.13588619761630144,-0.08882737408688965,0.0271280276816609,-0.029773164167627833,-0.008858131487889272,0.11374086889657825,0.01384083044982699,-0.21413302575932336,-0.08882737408688965,-0.004982698961937716,MA241,59975,46.577313421029054,30.719764459838487,"{""type"":""MultiPoint"",""coordinates"":[]}"
